degradedReadMicroEC, filename /tmp262144eccache.dat monECSubStripeNum 16 transferSize 32768 loop 1000
MicroEC Coding Ready

/tmp262144eccache.dat is a ReplicasFile!
networkSizeArray [32768, 49152, 57344, 61440, 65536]
starting benchmark...
ops 1000
final loop (us) 78.765
Loop 0 (us) 107.539
Loop 1 (us) 84.872
Loop 2 (us) 83.15
Loop 3 (us) 82.268
Loop 4 (us) 92.931
Loop 5 (us) 100.613
Loop 6 (us) 85.372
Loop 7 (us) 84.137
Loop 8 (us) 85.147
Loop 9 (us) 84.534
Loop 10 (us) 83.055
Loop 11 (us) 82.423
Loop 12 (us) 82.126
Loop 13 (us) 84.843
Loop 14 (us) 86.334
Loop 15 (us) 92.078
Loop 16 (us) 85.677
Loop 17 (us) 83.968
Loop 18 (us) 86.699
Loop 19 (us) 83.729
Loop 20 (us) 86.583
Loop 21 (us) 86.465
Loop 22 (us) 88.164
Loop 23 (us) 85.012
Loop 24 (us) 82.939
Loop 25 (us) 87.178
Loop 26 (us) 89.61
Loop 27 (us) 82.809
Loop 28 (us) 85.326
Loop 29 (us) 84.582
Loop 30 (us) 85.88
Loop 31 (us) 84.571
Loop 32 (us) 85.336
Loop 33 (us) 87.049
Loop 34 (us) 85.089
Loop 35 (us) 84.232
Loop 36 (us) 85.859
Loop 37 (us) 91.552
Loop 38 (us) 88.805
Loop 39 (us) 85.171
Loop 40 (us) 85.401
Loop 41 (us) 86.256
Loop 42 (us) 87.527
Loop 43 (us) 87.507
Loop 44 (us) 86.077
Loop 45 (us) 86.168
Loop 46 (us) 85.457
Loop 47 (us) 84.181
Loop 48 (us) 89.057
Loop 49 (us) 82.835
Loop 50 (us) 81.732
Loop 51 (us) 93.622
Loop 52 (us) 88.584
Loop 53 (us) 85.63
Loop 54 (us) 104.219
Loop 55 (us) 81.716
Loop 56 (us) 81.776
Loop 57 (us) 81.987
Loop 58 (us) 84.251
Loop 59 (us) 86.895
Loop 60 (us) 83.825
Loop 61 (us) 82.051
Loop 62 (us) 83.947
Loop 63 (us) 83.729
Loop 64 (us) 82.071
Loop 65 (us) 82.079
Loop 66 (us) 83.947
Loop 67 (us) 90.177
Loop 68 (us) 83.79
Loop 69 (us) 85.473
Loop 70 (us) 88.107
Loop 71 (us) 84.932
Loop 72 (us) 85.679
Loop 73 (us) 83.143
Loop 74 (us) 81.769
Loop 75 (us) 140.371
Loop 76 (us) 85.173
Loop 77 (us) 85.836
Loop 78 (us) 83.42
Loop 79 (us) 84.515
Loop 80 (us) 86.848
Loop 81 (us) 81.847
Loop 82 (us) 81.338
Loop 83 (us) 81.598
Loop 84 (us) 85.418
Loop 85 (us) 85.798
Loop 86 (us) 84.524
Loop 87 (us) 84.663
Loop 88 (us) 83.481
Loop 89 (us) 81.807
Loop 90 (us) 84.453
Loop 91 (us) 83.141
Loop 92 (us) 83.985
Loop 93 (us) 84.684
Loop 94 (us) 85.909
Loop 95 (us) 84.706
Loop 96 (us) 82.345
Loop 97 (us) 83.828
Loop 98 (us) 85.397
Loop 99 (us) 84.592
Loop 100 (us) 84.531
Loop 101 (us) 83.855
Loop 102 (us) 81.639
Loop 103 (us) 84.112
Loop 104 (us) 85.59
Loop 105 (us) 125.418
Loop 106 (us) 86.372
Loop 107 (us) 85.246
Loop 108 (us) 92.656
Loop 109 (us) 85.41
Loop 110 (us) 85.191
Loop 111 (us) 557.009
Loop 112 (us) 87.258
Loop 113 (us) 86.022
Loop 114 (us) 85.474
Loop 115 (us) 86.785
Loop 116 (us) 82.732
Loop 117 (us) 86.676
Loop 118 (us) 84.852
Loop 119 (us) 84.973
Loop 120 (us) 81.347
Loop 121 (us) 82.774
Loop 122 (us) 82.651
Loop 123 (us) 83.923
Loop 124 (us) 84.992
Loop 125 (us) 83.105
Loop 126 (us) 84.193
Loop 127 (us) 82.904
Loop 128 (us) 81.331
Loop 129 (us) 80.325
Loop 130 (us) 86.261
Loop 131 (us) 83.867
Loop 132 (us) 80.644
Loop 133 (us) 84.523
Loop 134 (us) 85.474
Loop 135 (us) 83.548
Loop 136 (us) 81.289
Loop 137 (us) 80.71
Loop 138 (us) 83.046
Loop 139 (us) 85.019
Loop 140 (us) 83.139
Loop 141 (us) 81.526
Loop 142 (us) 84.497
Loop 143 (us) 82.903
Loop 144 (us) 81.131
Loop 145 (us) 83.898
Loop 146 (us) 84.659
Loop 147 (us) 83.639
Loop 148 (us) 83.467
Loop 149 (us) 82.857
Loop 150 (us) 82.973
Loop 151 (us) 80.769
Loop 152 (us) 80.848
Loop 153 (us) 85.096
