4,5,5,5
4,5,5,5
4,5,5,5
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
4,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,6,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
5,7,6,6
